lbp_ir_grey_mask_knn_3,94.5833,71.25,35.0,66.9444,2021-07-08 11:14:25.687714
lbp_ir_grey_mask_knn_5,79.9479,70.0,33.5,61.1493,2021-07-08 11:14:25.848682
lbp_ir_grey_mask_knn_7,75.0,69.5833,36.5,60.3611,2021-07-08 11:14:26.003446
lbp_ir_grey_mask_knn_9,72.9688,62.5,36.0,57.1563,2021-07-08 11:14:26.162982
lbp_ir_grey_mask_knn_11,70.5729,59.5833,39.0,56.3854,2021-07-08 11:14:26.330849
lbp_ir_red_mask_knn_3,94.6875,70.2083,36.5,67.1319,2021-07-08 11:14:26.489058
lbp_ir_red_mask_knn_5,78.8021,73.75,35.5,62.684,2021-07-08 11:14:26.642091
lbp_ir_red_mask_knn_7,74.1146,68.75,38.0,60.2882,2021-07-08 11:14:26.814831
lbp_ir_red_mask_knn_9,70.2604,63.3333,36.0,56.5312,2021-07-08 11:14:26.968133
lbp_ir_red_mask_knn_11,67.4479,60.8333,35.0,54.4271,2021-07-08 11:14:27.125427
lbp_ir_green_mask_knn_3,94.8438,73.75,38.5,69.0313,2021-07-08 11:14:27.283838
lbp_ir_green_mask_knn_5,81.6146,73.3333,42.0,65.6493,2021-07-08 11:14:27.438616
lbp_ir_green_mask_knn_7,76.0938,70.4167,41.5,62.6702,2021-07-08 11:14:27.591917
lbp_ir_green_mask_knn_9,73.0208,66.25,40.5,59.9236,2021-07-08 11:14:27.751201
lbp_ir_green_mask_knn_11,70.2083,62.0833,40.5,57.5972,2021-07-08 11:14:27.908069
lbp_ir_blue_mask_knn_3,95.2083,72.5,31.0,66.2361,2021-07-08 11:14:28.070491
lbp_ir_blue_mask_knn_5,81.1979,75.625,37.5,64.7743,2021-07-08 11:14:28.224560
lbp_ir_blue_mask_knn_7,77.8125,70.2083,36.0,61.3403,2021-07-08 11:14:28.376416
lbp_ir_blue_mask_knn_9,73.8021,63.9583,38.5,58.7535,2021-07-08 11:14:28.536451
lbp_ir_blue_mask_knn_11,70.7292,64.375,38.5,57.8681,2021-07-08 11:14:28.720239
fourier_grey_mask_knn_3,71.3542,43.125,30.0,48.1597,2021-07-08 11:14:29.326526
fourier_grey_mask_knn_5,61.3021,42.5,32.0,45.2674,2021-07-08 11:14:29.934252
fourier_grey_mask_knn_7,57.5,42.0833,29.0,42.8611,2021-07-08 11:14:30.525563
fourier_grey_mask_knn_9,55.2083,42.9167,30.5,42.875,2021-07-08 11:14:31.130583
fourier_grey_mask_knn_11,52.9167,41.875,32.5,42.4306,2021-07-08 11:14:31.738121
fourier_red_mask_knn_3,69.4792,42.5,28.0,46.6597,2021-07-08 11:14:32.346349
fourier_red_mask_knn_5,61.4583,42.2917,30.0,44.5833,2021-07-08 11:14:32.956068
fourier_red_mask_knn_7,55.625,42.0833,31.5,43.0694,2021-07-08 11:14:33.585730
fourier_red_mask_knn_9,54.0104,41.25,32.0,42.4201,2021-07-08 11:14:34.231468
fourier_red_mask_knn_11,52.1875,42.2917,31.5,41.9931,2021-07-08 11:14:34.879506
fourier_green_mask_knn_3,70.0,45.2083,29.5,48.2361,2021-07-08 11:14:35.552799
fourier_green_mask_knn_5,61.7708,38.9583,32.5,44.4097,2021-07-08 11:14:36.184473
fourier_green_mask_knn_7,57.8646,44.7917,34.5,45.7188,2021-07-08 11:14:36.803663
fourier_green_mask_knn_9,55.9375,44.7917,34.5,45.0764,2021-07-08 11:14:37.434034
fourier_green_mask_knn_11,52.2396,45.2083,31.5,42.9826,2021-07-08 11:14:38.085875
fourier_blue_mask_knn_3,70.7812,43.125,33.5,49.1354,2021-07-08 11:14:38.722319
fourier_blue_mask_knn_5,62.0313,40.4167,35.0,45.816,2021-07-08 11:14:39.375741
fourier_blue_mask_knn_7,55.9896,43.75,33.0,44.2465,2021-07-08 11:14:39.992276
fourier_blue_mask_knn_9,55.4688,38.75,31.5,41.9063,2021-07-08 11:14:40.634206
