lbp_ir_grey_mask_knn_3,94.5833,70.4762,56.2857,73.7817,2021-07-08 10:48:37.750569
lbp_ir_grey_mask_knn_5,82.9762,74.4048,60.2857,72.5556,2021-07-08 10:48:37.977417
lbp_ir_grey_mask_knn_7,79.7917,72.0238,60.2857,70.7004,2021-07-08 10:48:38.209970
lbp_ir_grey_mask_knn_9,78.125,69.7619,60.2857,69.3909,2021-07-08 10:48:38.475487
lbp_ir_grey_mask_knn_11,76.8155,72.381,61.1429,70.1131,2021-07-08 10:48:38.727504
lbp_ir_red_mask_knn_3,95.6845,74.0476,54.0,74.5774,2021-07-08 10:48:38.953207
lbp_ir_red_mask_knn_5,82.0536,73.9286,53.7143,69.8988,2021-07-08 10:48:39.187675
lbp_ir_red_mask_knn_7,79.1369,70.4762,56.5714,68.7282,2021-07-08 10:48:39.418472
lbp_ir_red_mask_knn_9,75.506,70.4762,56.2857,67.4226,2021-07-08 10:48:39.655757
lbp_ir_red_mask_knn_11,74.1071,67.7381,58.2857,66.7103,2021-07-08 10:48:39.886684
lbp_ir_green_mask_knn_3,95.2976,74.4048,60.2857,76.6627,2021-07-08 10:48:40.125478
lbp_ir_green_mask_knn_5,83.9881,76.3095,62.5714,74.2897,2021-07-08 10:48:40.349130
lbp_ir_green_mask_knn_7,79.1964,72.1429,64.5714,71.9702,2021-07-08 10:48:40.598152
lbp_ir_green_mask_knn_9,76.9048,70.3571,64.8571,70.7063,2021-07-08 10:48:40.838103
lbp_ir_green_mask_knn_11,76.875,70.0,64.2857,70.3869,2021-07-08 10:48:41.079243
lbp_ir_blue_mask_knn_3,95.4167,76.1905,61.1429,77.5834,2021-07-08 10:48:41.311782
lbp_ir_blue_mask_knn_5,84.881,76.5476,62.2857,74.5714,2021-07-08 10:48:41.538745
lbp_ir_blue_mask_knn_7,80.2381,74.4048,62.5714,72.4048,2021-07-08 10:48:41.784842
lbp_ir_blue_mask_knn_9,78.244,72.0238,62.0,70.7559,2021-07-08 10:48:42.024588
lbp_ir_blue_mask_knn_11,76.875,71.4286,61.4286,69.9107,2021-07-08 10:48:42.264660
fourier_grey_mask_knn_3,79.6429,61.0714,59.1429,66.6191,2021-07-08 10:48:44.037297
fourier_grey_mask_knn_5,73.7798,62.619,63.1429,66.5139,2021-07-08 10:48:45.771169
fourier_grey_mask_knn_7,72.4702,63.3333,60.5714,65.4583,2021-07-08 10:48:47.531689
fourier_grey_mask_knn_9,70.0,62.619,61.4286,64.6825,2021-07-08 10:48:49.273085
fourier_grey_mask_knn_11,69.4643,62.619,62.5714,64.8849,2021-07-08 10:48:51.035417
fourier_red_mask_knn_3,78.6607,63.2143,59.4286,67.1012,2021-07-08 10:48:52.783989
fourier_red_mask_knn_5,73.7798,60.3571,58.5714,64.2361,2021-07-08 10:48:54.519043
fourier_red_mask_knn_7,69.9702,59.7619,58.8571,62.8631,2021-07-08 10:48:56.273566
fourier_red_mask_knn_9,69.0774,60.2381,58.5714,62.629,2021-07-08 10:48:58.028556
fourier_red_mask_knn_11,68.3036,61.6667,59.7143,63.2282,2021-07-08 10:48:59.781965
fourier_green_mask_knn_3,79.6429,60.119,62.8571,67.5397,2021-07-08 10:49:01.544268
fourier_green_mask_knn_5,75.3571,61.4286,65.1429,67.3095,2021-07-08 10:49:03.288873
fourier_green_mask_knn_7,72.381,64.4048,61.7143,66.1667,2021-07-08 10:49:05.026621
fourier_green_mask_knn_9,71.2798,62.9762,62.8571,65.7044,2021-07-08 10:49:06.785816
fourier_green_mask_knn_11,70.625,64.1667,62.0,65.5972,2021-07-08 10:49:08.555112
fourier_blue_mask_knn_3,80.5357,62.7381,62.2857,68.5198,2021-07-08 10:49:10.279437
fourier_blue_mask_knn_5,74.3452,64.7619,60.5714,66.5595,2021-07-08 10:49:12.004583
fourier_blue_mask_knn_7,72.2619,62.5,62.2857,65.6825,2021-07-08 10:49:13.748963
fourier_blue_mask_knn_9,70.5952,62.9762,64.2857,65.9524,2021-07-08 10:49:15.517635
fourier_blue_mask_knn_11,70.119,62.5,62.0,64.873,2021-07-08 10:49:17.284796
