lbp_ir_grey_mask_knn_3,93.125,62.5,40.0,65.2083,2021-07-08 11:09:00.239120
lbp_ir_grey_mask_knn_5,75.0,59.1667,44.0,59.3889,2021-07-08 11:09:00.393443
lbp_ir_grey_mask_knn_7,68.4028,50.5556,48.0,55.6528,2021-07-08 11:09:00.561663
lbp_ir_grey_mask_knn_9,64.7917,53.3333,46.0,54.7083,2021-07-08 11:09:00.712264
lbp_ir_grey_mask_knn_11,61.1806,55.0,47.3333,54.5046,2021-07-08 11:09:00.856419
lbp_ir_red_mask_knn_3,93.6806,66.6667,48.6667,69.6713,2021-07-08 11:09:00.996932
lbp_ir_red_mask_knn_5,75.9028,62.5,45.3333,61.2454,2021-07-08 11:09:01.135351
lbp_ir_red_mask_knn_7,73.2639,56.9444,45.3333,58.5139,2021-07-08 11:09:01.274955
lbp_ir_red_mask_knn_9,69.5139,55.2778,46.6667,57.1528,2021-07-08 11:09:01.407779
lbp_ir_red_mask_knn_11,68.75,58.0556,49.3333,58.713,2021-07-08 11:09:01.539798
lbp_ir_green_mask_knn_3,91.8056,55.8333,42.0,63.213,2021-07-08 11:09:01.687785
lbp_ir_green_mask_knn_5,77.1528,55.0,46.0,59.3843,2021-07-08 11:09:01.825784
lbp_ir_green_mask_knn_7,72.5,56.3889,44.0,57.6296,2021-07-08 11:09:01.967105
lbp_ir_green_mask_knn_9,66.5278,50.8333,50.0,55.787,2021-07-08 11:09:02.104844
lbp_ir_green_mask_knn_11,60.3472,52.5,49.3333,54.0602,2021-07-08 11:09:02.241982
lbp_ir_blue_mask_knn_3,93.2639,66.9444,42.6667,67.625,2021-07-08 11:09:02.379380
lbp_ir_blue_mask_knn_5,75.3472,61.6667,43.3333,60.1157,2021-07-08 11:09:02.513655
lbp_ir_blue_mask_knn_7,73.125,55.2778,45.3333,57.912,2021-07-08 11:09:02.645232
lbp_ir_blue_mask_knn_9,67.2222,52.5,47.3333,55.6852,2021-07-08 11:09:02.783421
lbp_ir_blue_mask_knn_11,62.2222,57.7778,49.3333,56.4444,2021-07-08 11:09:02.926467
fourier_grey_mask_knn_3,70.4167,42.7778,38.0,50.3982,2021-07-08 11:09:03.339697
fourier_grey_mask_knn_5,63.6111,43.8889,38.0,48.5,2021-07-08 11:09:03.756452
fourier_grey_mask_knn_7,59.5139,44.4444,38.0,47.3194,2021-07-08 11:09:04.187773
fourier_grey_mask_knn_9,58.1944,45.5556,36.0,46.5833,2021-07-08 11:09:04.606448
fourier_grey_mask_knn_11,58.125,42.5,39.3333,46.6528,2021-07-08 11:09:05.007848
fourier_red_mask_knn_3,69.4444,38.0556,35.3333,47.6111,2021-07-08 11:09:05.429581
fourier_red_mask_knn_5,63.75,47.2222,40.0,50.3241,2021-07-08 11:09:05.826752
fourier_red_mask_knn_7,61.4583,46.1111,34.0,47.1898,2021-07-08 11:09:06.225959
fourier_red_mask_knn_9,60.625,39.1667,35.3333,45.0417,2021-07-08 11:09:06.634830
fourier_red_mask_knn_11,57.9861,46.1111,38.0,47.3657,2021-07-08 11:09:07.039587
fourier_green_mask_knn_3,68.5417,45.0,36.6667,50.0695,2021-07-08 11:09:07.482309
fourier_green_mask_knn_5,63.5417,45.0,36.6667,48.4028,2021-07-08 11:09:07.887879
fourier_green_mask_knn_7,59.375,40.5556,38.0,45.9769,2021-07-08 11:09:08.301332
fourier_green_mask_knn_9,55.4861,43.3333,39.3333,46.0509,2021-07-08 11:09:08.718375
fourier_green_mask_knn_11,55.9722,45.8333,40.0,47.2685,2021-07-08 11:09:09.123968
fourier_blue_mask_knn_3,67.2222,43.6111,34.0,48.2778,2021-07-08 11:09:09.553435
fourier_blue_mask_knn_5,61.9444,46.1111,38.6667,48.9074,2021-07-08 11:09:09.959462
fourier_blue_mask_knn_7,59.4444,45.8333,37.3333,47.537,2021-07-08 11:09:10.371427
fourier_blue_mask_knn_9,58.1944,49.4444,41.3333,49.6574,2021-07-08 11:09:10.792043
fourier_blue_mask_knn_11,56.0417,43.6111,41.3333,46.9954,2021-07-08 11:09:11.209812
geo_grey_mask_knn_3,83.2639,57.2222,42.0,60.8287,2021-07-08 11:09:11.379833
geo_grey_mask_knn_5,69.7222,56.1111,46.6667,57.5,2021-07-08 11:09:11.545959
geo_grey_mask_knn_7,64.8611,50.5556,45.3333,53.5833,2021-07-08 11:09:11.708243
geo_grey_mask_knn_9,61.1806,51.1111,47.3333,53.2083,2021-07-08 11:09:11.861401
geo_grey_mask_knn_11,54.0972,49.1667,48.0,50.4213,2021-07-08 11:09:12.017845
geo_red_mask_knn_3,64.1667,51.6667,40.6667,52.1667,2021-07-08 11:09:12.192832
geo_red_mask_knn_5,55.4167,46.9444,39.3333,47.2315,2021-07-08 11:09:12.352840
geo_red_mask_knn_7,47.2917,42.2222,37.3333,42.2824,2021-07-08 11:09:12.527038
geo_red_mask_knn_9,52.0139,47.5,37.3333,45.6157,2021-07-08 11:09:12.700816
geo_red_mask_knn_11,49.6528,47.5,40.0,45.7176,2021-07-08 11:09:12.866957
geo_green_mask_knn_3,84.2361,59.4444,45.3333,63.0046,2021-07-08 11:09:13.035767
geo_green_mask_knn_5,71.8056,53.8889,51.3333,59.0093,2021-07-08 11:09:13.182968
geo_green_mask_knn_7,68.6806,52.5,42.6667,54.6158,2021-07-08 11:09:13.332873
geo_green_mask_knn_9,63.1944,52.5,50.0,55.2315,2021-07-08 11:09:13.484615
geo_green_mask_knn_11,59.7222,54.4444,48.0,54.0555,2021-07-08 11:09:13.645915
geo_blue_mask_knn_3,87.4306,58.6111,42.0,62.6806,2021-07-08 11:09:13.810546
geo_blue_mask_knn_5,71.4583,55.2778,46.6667,57.8009,2021-07-08 11:09:13.971065
geo_blue_mask_knn_7,68.3333,62.2222,48.0,59.5185,2021-07-08 11:09:14.147032
geo_blue_mask_knn_9,63.4028,58.3333,54.6667,58.8009,2021-07-08 11:09:14.323071
geo_blue_mask_knn_11,62.5694,55.0,50.0,55.8565,2021-07-08 11:09:14.485591
gab_grey_mask_knn_3,81.9444,57.7778,47.3333,62.3518,2021-07-08 11:09:14.707573
gab_grey_mask_knn_5,73.1944,60.5556,50.0,61.25,2021-07-08 11:09:14.914039
gab_grey_mask_knn_7,69.1667,60.5556,54.0,61.2408,2021-07-08 11:09:15.125895
gab_grey_mask_knn_9,67.6389,60.2778,53.3333,60.4167,2021-07-08 11:09:15.336091
gab_grey_mask_knn_11,67.6389,56.9444,54.0,59.5278,2021-07-08 11:09:15.546192
gab_red_mask_knn_3,81.25,57.5,52.0,63.5833,2021-07-08 11:09:15.756193
gab_red_mask_knn_5,72.0139,54.1667,51.3333,59.1713,2021-07-08 11:09:15.961357
gab_red_mask_knn_7,68.4028,54.1667,48.0,56.8565,2021-07-08 11:09:16.181163
gab_red_mask_knn_9,64.9306,57.2222,50.6667,57.6065,2021-07-08 11:09:16.400490
gab_red_mask_knn_11,63.75,55.0,52.6667,57.1389,2021-07-08 11:09:16.622504
gab_green_mask_knn_3,84.3056,59.4444,50.0,64.5833,2021-07-08 11:09:16.841406
gab_green_mask_knn_5,75.2083,64.4444,53.3333,64.3287,2021-07-08 11:09:17.038038
gab_green_mask_knn_7,70.7639,60.8333,59.3333,63.6435,2021-07-08 11:09:17.247184
gab_green_mask_knn_9,71.25,61.1111,59.3333,63.8981,2021-07-08 11:09:17.460306
gab_green_mask_knn_11,69.0278,60.8333,56.6667,62.1759,2021-07-08 11:09:17.684348
gab_blue_mask_knn_3,84.7222,65.8333,54.0,68.1852,2021-07-08 11:09:17.894645
gab_blue_mask_knn_5,77.0833,62.2222,53.3333,64.2129,2021-07-08 11:09:18.098155
gab_blue_mask_knn_7,70.4167,67.2222,53.3333,63.6574,2021-07-08 11:09:18.311416
gab_blue_mask_knn_9,70.2083,63.3333,52.6667,62.0694,2021-07-08 11:09:18.519611
gab_blue_mask_knn_11,70.2778,61.9444,56.6667,62.963,2021-07-08 11:09:18.734338
har_grey_mask_knn_3,94.2361,68.0556,57.3333,73.2083,2021-07-08 11:09:18.883756
har_grey_mask_knn_5,82.2222,75.5556,55.3333,71.037,2021-07-08 11:09:19.034777
har_grey_mask_knn_7,77.9861,68.6111,54.0,66.8657,2021-07-08 11:09:19.181600
har_grey_mask_knn_9,76.3889,65.2778,57.3333,66.3333,2021-07-08 11:09:19.328880
har_grey_mask_knn_11,73.8194,68.0556,60.0,67.2917,2021-07-08 11:09:19.482687
har_red_mask_knn_3,94.3056,68.0556,51.3333,71.2315,2021-07-08 11:09:19.634197
har_red_mask_knn_5,77.9861,62.7778,49.3333,63.3657,2021-07-08 11:09:19.777329
har_red_mask_knn_7,72.3611,65.8333,50.0,62.7315,2021-07-08 11:09:19.925679
har_red_mask_knn_9,70.2083,65.0,56.6667,63.9583,2021-07-08 11:09:20.076392
har_red_mask_knn_11,70.2778,66.9444,58.0,65.0741,2021-07-08 11:09:20.232450
har_green_mask_knn_3,95.0694,71.3889,57.3333,74.5972,2021-07-08 11:09:20.408196
har_green_mask_knn_5,81.0417,66.3889,56.0,67.8102,2021-07-08 11:09:20.557722
